probeID	CHROMOSOME	START_POS	END_POS	2-AD
S-tag002089	4	120084595	120084615	0.04321161
S-tag278538	4	121684551	121684571	0.1656089
S-tag153665	4	123041854	123041874	0.2459604
S-tag167140	4	124344717	124344737	-0.2348048
S-tag273280	4	125847749	125847769	0.2708237
S-tag294110	4	127365899	127365919	0.1938595
S-tag231870	4	128740249	128740269	0.5798312
S-tag026477	4	130161349	130161369	0.2931288
S-tag287202	4	131647396	131647416	0.09028099
S-tag271211	4	133297391	133297411	0.1655942
S-tag229923	4	134802312	134802332	-0.02208998
S-tag227423	4	136294099	136294119	0.06606263
S-tag157116	4	137804904	137804924	0.02367751
S-tag092359	4	139308745	139308765	-0.5295562
S-tag035947	4	140795327	140795347	-0.08953332
S-tag199354	4	142297217	142297237	0.5929613
S-tag296193	4	143034640	143034660	-0.01281475
S-tag314683	4	143135573	143135593	0.0807808
S-tag030725	4	143332611	143332631	0.1296446
S-tag099951	4	143768748	143768768	-1.314743
S-tag059152	4	145209450	145209470	-0.02098451
S-tag025107	4	146720661	146720681	0.2217148
S-tag171061	4	148208230	148208250	0.4078126
S-tag173789	4	149721732	149721752	0.1398829
S-tag327289	4	151216870	151216890	0.1236575
S-tag038789	4	152727852	152727872	0.004082675
S-tag019336	4	154038835	154038855	-0.4545823
S-tag327294	4	155286429	155286449	-0.1904937
S-tag171544	4	156721410	156721430	0.143326
S-tag126150	4	158066584	158066604	-0.121804
S-tag057817	4	159532705	159532725	-0.1612761
S-tag322771	4	161109431	161109451	0.0251053
S-tag033861	4	162561759	162561779	0.1293287
S-tag167651	4	164009810	164009830	-0.22629
S-tag146612	4	165447937	165447957	0.111656
S-tag123178	4	166945293	166945313	0.2651001
S-tag060375	4	168430159	168430179	-0.2801739
S-tag291170	4	169899023	169899043	0.2824824
S-tag287293	4	171433900	171433920	-0.1660861
S-tag235976	4	173074262	173074282	0.2307527
S-tag206970	4	174600914	174600934	0.4443585
S-tag161128	4	175926862	175926882	0.3954107
S-tag026890	4	177342844	177342864	-0.256429
S-tag168942	4	178571022	178571042	0.1638636
S-tag133210	4	180068417	180068437	0.3300455
S-tag136903	4	181571062	181571082	0.6801208
S-tag229902	4	183072277	183072297	-0.2237708
S-tag200891	4	184587701	184587721	0.2620897
S-tag217165	4	185906873	185906893	-0.3240049
S-tag036185	4	187413194	187413214	0.1428627
S-tag022514	4	188171689	188171709	0.142415
S-tag006924	4	189748546	189748566	-0.1966558
S-tag118836	5	451425	451445	0.3303394
S-tag279360	5	1391369	1391389	-0.1119111
S-tag155119	5	2869505	2869525	0.7081795
S-tag244651	5	4361120	4361140	0.4797963
S-tag313059	5	5851873	5851893	0.5948752
S-tag315181	5	7356978	7356998	-0.2710458
S-tag173969	5	8830942	8830962	0.5411473
S-tag232999	5	10282396	10282416	0.2186195
S-tag088486	5	11787359	11787379	0.4734817
S-tag085135	5	13302322	13302342	0.1380007
S-tag160550	5	14824172	14824192	0.06324907
S-tag090390	5	16326795	16326815	0.1701517
S-tag278069	5	17922072	17922092	0.6860324
S-tag237622	5	19504414	19504434	-1.155848
S-tag137918	5	20991405	20991425	0.678099
S-tag299127	5	22500592	22500612	0.6012787
S-tag281829	5	24047840	24047860	0.4041594
S-tag177036	5	25516284	25516304	0.251289
S-tag165019	5	26949641	26949661	0.8269137
S-tag066943	5	28425140	28425160	0.4716973
S-tag077935	5	29971508	29971528	-0.0872558
S-tag091967	5	31528461	31528481	0.6237406
S-tag261576	5	32539655	32539675	0.5936414
S-tag054659	5	33980045	33980065	-0.1214778
S-tag122252	5	35431096	35431116	0.1390899
S-tag190888	5	36871735	36871755	-0.2104142
S-tag123186	5	38453833	38453853	0.5322303
S-tag023710	5	39064700	39064720	0.2283862
S-tag121991	5	40286497	40286517	0.8859519
S-tag275020	5	41780239	41780259	0.3618462
S-tag131789	5	43286463	43286483	0.1073763
S-tag197194	5	44740989	44741009	0.3586193
S-tag314935	5	46257879	46257899	0.3040385
S-tag247570	5	50848545	50848565	0.3511273
S-tag073433	5	52350387	52350407	0.6067886
S-tag085424	5	53854712	53854732	0.5439101
S-tag117793	5	55258221	55258241	0.1694726
S-tag321429	5	56462218	56462238	0.4521652
S-tag208600	5	57745769	57745789	0.3080168
S-tag100655	5	58981179	58981199	0.1011115
S-tag293974	5	60555922	60555942	0.5204443
S-tag019467	5	62101475	62101495	-0.008899046
S-tag315124	5	63440291	63440311	0.8423002
S-tag204243	5	64976763	64976783	0.4427156
S-tag166594	5	66452175	66452195	0.7355502
S-tag261668	5	67583807	67583827	0.2760139
S-tag066133	5	70681188	70681208	0.3945569
S-tag170472	5	72042325	72042345	0.06460102
S-tag147533	5	73535978	73535998	0.2190562
S-tag150758	5	75042913	75042933	0.6697651
S-tag292930	5	76591698	76591718	0.4348801
S-tag195126	5	78089433	78089453	0.3775296
S-tag285312	5	79600617	79600637	0.9731253
S-tag228415	5	81148952	81148972	0.3044244
S-tag097427	5	82720112	82720132	0.08975662
S-tag233321	5	83953626	83953646	-0.1608554
S-tag171803	5	85439785	85439805	0.5441275
S-tag070808	5	86944185	86944205	0.352351
S-tag307594	5	88195380	88195400	0.2760758
S-tag184949	5	89657183	89657203	0.2870871
S-tag315216	5	91169384	91169404	0.2474824
S-tag226561	5	92747736	92747756	0.1303448
S-tag218531	5	94262642	94262662	0.2274417
S-tag064855	5	95779018	95779038	0.5204298
S-tag300084	5	97272717	97272737	0.4801208
S-tag317371	5	98779530	98779550	0.472984
S-tag309912	5	100303867	100303887	0.7642052
S-tag096748	5	101816104	101816124	0.1719197
S-tag077091	5	103330031	103330051	0.775588
S-tag292587	5	104825891	104825911	0.1456651
S-tag308031	5	106329944	106329964	0.6872057
S-tag141903	5	107840460	107840480	0.6166295
S-tag136553	5	109335278	109335298	0.225418
S-tag123937	5	110819621	110819641	0.65319
S-tag231077	5	112083351	112083371	0.5746243
S-tag300002	5	113053253	113053273	0.5189165
S-tag052513	5	114552350	114552370	0.4904093
S-tag308108	5	116131102	116131122	0.3488539
S-tag106558	5	117649475	117649495	0.1072565
S-tag103870	5	119135820	119135840	1.058655
S-tag042016	5	120645496	120645516	0.1222836
S-tag243072	5	122096103	122096123	0.4692948
S-tag073591	5	123648021	123648041	0.5941141
S-tag258990	5	124969756	124969776	0.1325143
S-tag170448	5	126463639	126463659	0.3067205
S-tag312759	5	128018873	128018893	0.3783056
S-tag039179	5	129498125	129498145	0.6322694
S-tag126662	5	131040552	131040572	0.2882965
S-tag239715	5	132135372	132135392	0.3414221
S-tag042309	5	133408646	133408666	-0.1298621
S-tag058843	5	134954019	134954039	0.1402721
S-tag140380	5	136394804	136394824	0.729715
S-tag066148	5	137808423	137808443	0.1581641
S-tag227997	5	139282867	139282887	0.3083005
S-tag033898	5	140815348	140815368	0.1332564
S-tag129952	5	142197047	142197067	0.94642
S-tag131756	5	142852051	142852071	0.008011669
S-tag117045	5	144392892	144392912	0.1598541
S-tag230405	5	145844914	145844934	0.656153
S-tag156091	5	147312751	147312771	0.8424573
S-tag164395	5	148802651	148802671	0.2820485
S-tag200875	5	149557426	149557446	-0.0174502
S-tag074439	5	150828004	150828024	0.0121221
S-tag026157	5	152343943	152343963	0.775097
S-tag244844	5	153837908	153837928	0.7031839
S-tag244371	5	155396210	155396230	0.2964677
S-tag240296	5	156699129	156699149	0.1339694
S-tag301859	5	158204425	158204445	0.7949618
S-tag324750	5	159725664	159725684	-0.07775266
S-tag047201	5	161237504	161237524	0.3905146
S-tag191104	5	162750370	162750390	0.6054571
S-tag018067	5	164222067	164222087	0.245662
S-tag299796	5	165671889	165671909	0.6078884
S-tag008246	5	167173269	167173289	0.09980331
S-tag318092	5	168640990	168641010	0.1812606
S-tag199135	5	170140188	170140208	0.4328
S-tag295590	5	170710014	170710034	-0.02818118
S-tag256142	5	171831868	171831888	0.1071232
S-tag218379	5	173353514	173353534	0.3918071
S-tag104309	5	174907945	174907965	0.4878556
S-tag128313	5	176482446	176482466	0.5467335
S-tag290354	5	177363752	177363772	0.5345219
S-tag004483	5	178903149	178903169	0.2679494
S-tag234087	5	180221663	180221683	0.3308344
S-tag111634	6	887802	887822	-0.1088128
S-tag252626	6	2240681	2240701	-0.3727228
S-tag167056	6	3605434	3605454	-0.07218508
S-tag298167	6	5006839	5006859	0.03391793
S-tag064396	6	6496834	6496854	-0.3727682
S-tag305992	6	7861195	7861215	-0.04887749
S-tag120294	6	9264990	9265010	0.09807348
S-tag043718	6	10636137	10636157	-0.01906602
S-tag275327	6	12064018	12064038	-0.003207776
S-tag249873	6	13525365	13525385	-0.2829378
S-tag014701	6	15001664	15001684	0.1496672
S-tag235959	6	16423580	16423600	-0.1612028
S-tag313550	6	17781450	17781470	0.08339816
S-tag227064	6	18578438	18578458	0.3728917
S-tag196266	6	20042802	20042822	0.1290476
S-tag248201	6	21027761	21027781	-0.1867245
S-tag224602	6	22550777	22550797	0.18855
S-tag069486	6	24052526	24052546	-0.2227308
S-tag111735	6	25503735	25503755	0.298389
S-tag316542	6	27094019	27094039	NA
S-tag009912	6	28473325	28473345	0.7218471
S-tag166316	6	29566645	29566665	-0.1912683
S-tag006904	6	30732198	30732218	0.2921608
S-tag258480	6	31361365	31361385	0.02470013
S-tag288904	6	31855749	31855769	-0.3318556
S-tag144242	6	32833366	32833386	-2.349537
S-tag229785	6	33982953	33982973	-0.005691174
S-tag233382	6	35312254	35312274	0.1292777
S-tag129087	6	36554804	36554824	0.1015833
S-tag267665	6	37496165	37496185	-0.0583425
S-tag045793	6	38992705	38992725	0.0230141
S-tag027024	6	40471612	40471632	-0.1604849
S-tag043810	6	41749401	41749421	0.5580034
S-tag044457	6	43065329	43065349	-0.3674746
S-tag253925	6	44087665	44087685	0.1600322
S-tag013842	6	45382093	45382113	0.1417877
S-tag316429	6	46893043	46893063	0.02872413
S-tag073117	6	48386699	48386719	0.03230042
S-tag018138	6	49890508	49890528	0.6067984
S-tag106412	6	51368689	51368709	-0.1132325
S-tag201445	6	51938210	51938230	-0.2536626
S-tag142752	6	53408789	53408809	-0.4819295
S-tag301468	6	54931623	54931643	0.2371845
S-tag031705	6	56445051	56445071	-0.2939188
S-tag172556	6	57905906	57905926	-0.5214592
S-tag034650	6	62723867	62723887	-0.8203319
S-tag152617	6	64375976	64375996	0.1053097
S-tag272006	6	65852490	65852510	-0.4371751
S-tag043204	6	67290681	67290701	0.1440373
S-tag099161	6	68736028	68736048	0.09120849
S-tag278202	6	70126694	70126714	0.03257312
S-tag072524	6	71417986	71418006	-0.02370443
S-tag084530	6	72837224	72837244	-0.01948708
S-tag039612	6	74047002	74047022	0.1016356
S-tag161358	6	75537990	75538010	-0.1122686
S-tag278944	6	76908355	76908375	0.04928776
S-tag206983	6	78175052	78175072	0.2690907
S-tag276767	6	79708000	79708020	0.1949421
S-tag142621	6	81035737	81035757	0.3974328
S-tag075909	6	82525799	82525819	-0.2982753
S-tag071404	6	83925555	83925575	-0.2049772
S-tag116359	6	85204559	85204579	-0.1074855
S-tag151705	6	86834063	86834083	-0.001699891
S-tag089650	6	88160336	88160356	0.09963358
S-tag228174	6	89558038	89558058	-0.1345131
S-tag026933	6	90546310	90546330	-0.09908194
S-tag228543	6	91860131	91860151	-0.09947985
S-tag026802	6	93359904	93359924	-0.4108743
S-tag068513	6	94481162	94481182	0.2229864
S-tag123712	6	96107681	96107701	-0.2308905
S-tag234231	6	97613163	97613183	-0.3412866
S-tag220039	6	99118355	99118375	0.4300633
S-tag030859	6	100625579	100625599	0.06034682
S-tag192520	6	102118346	102118366	0.2813964
S-tag079493	6	103626464	103626484	-0.05064123
S-tag123708	6	105101208	105101228	-0.1304142
S-tag234131	6	106535256	106535276	0.149168
S-tag098729	6	107741539	107741559	-0.4210653
S-tag062643	6	108745957	108745977	0.4593689
S-tag120058	6	109356589	109356609	-0.1019515
S-tag167495	6	110842550	110842570	0.3634582
S-tag225430	6	111731210	111731230	0.2394063
S-tag092246	6	112811807	112811827	0.06109137
S-tag265550	6	114241767	114241787	-0.03205458
S-tag095783	6	115336758	115336778	-0.01891007
S-tag310026	6	116819020	116819040	-0.1928667
S-tag133281	6	117724379	117724399	-1.240366
S-tag194844	6	118854720	118854740	0.04723041
S-tag070102	6	120321416	120321436	0.08606085
S-tag225539	6	121812866	121812886	0.2862196
S-tag192877	6	123267984	123268004	0.1027648
S-tag096482	6	124762611	124762631	0.2207985
S-tag113858	6	126086290	126086310	-0.1805247
S-tag324407	6	127574044	127574064	-0.13468
S-tag187734	6	129091106	129091126	0.06221165
S-tag185482	6	130591818	130591838	0.1796678
S-tag278313	6	132113403	132113423	-1.12473
S-tag232218	6	133606901	133606921	0.4105959
S-tag126759	6	134620673	134620693	-0.1517331
S-tag182018	6	135941308	135941328	0.1210969
S-tag175804	6	137410043	137410063	0.03533845
S-tag175313	6	138519929	138519949	0.2730528
S-tag265164	6	140001648	140001668	0.3375796
S-tag247098	6	141494388	141494408	-0.150058
S-tag085475	6	142993151	142993171	-0.3387088
S-tag182143	6	144499144	144499164	-0.1239728
S-tag255618	6	145959481	145959501	0.4199266
S-tag225859	6	146643635	146643655	0.07308637
S-tag018553	6	147912715	147912735	0.6216246
S-tag035796	6	149374893	149374913	-0.9084964
S-tag322464	6	150790679	150790699	-0.1257649
S-tag102079	6	152107155	152107175	0.2357019
S-tag188743	6	152952178	152952198	-0.07368276
S-tag149102	6	154424321	154424341	0.0905374
S-tag233656	6	155929515	155929535	-0.2210203
S-tag093174	6	157409192	157409212	-0.2483376
S-tag236494	6	159031727	159031747	0.6128896
S-tag133638	6	160135577	160135597	0.3785347
S-tag023115	6	161526673	161526693	1.50773
S-tag078605	6	161984377	161984397	-0.1358961
S-tag258014	6	162496618	162496638	-0.06482537
S-tag314738	6	163143747	163143767	0.2409276
S-tag247356	6	164409976	164409996	0.05123932
S-tag140352	6	165948503	165948523	-0.5345008
S-tag155963	6	167389925	167389945	0.02120847
S-tag144665	6	168497446	168497466	0.4193632
S-tag023818	6	169998285	169998305	0.01164134
S-tag125023	7	538656	538676	0.1433889
S-tag058112	7	1216013	1216033	-0.1336929
S-tag037723	7	2769921	2769941	0.07640595
S-tag086640	7	3957187	3957207	-0.1989421
S-tag250794	7	5406697	5406717	0.4961795
S-tag043593	7	6403433	6403453	0.3644343
S-tag282556	7	7577129	7577149	0.2913843
S-tag127081	7	9081052	9081072	-0.0745079
S-tag011669	7	10518609	10518629	0.1386874
S-tag298273	7	11970559	11970579	0.2370753
S-tag074970	7	13492428	13492448	-0.4881939
S-tag121769	7	14716303	14716323	-0.08846786
S-tag239801	7	16196880	16196900	0.01503519
S-tag273140	7	17631565	17631585	-0.01290362
S-tag191710	7	19084682	19084702	0.2302855
S-tag057661	7	20469685	20469705	-0.1820129
S-tag128181	7	21912476	21912496	0.0479329
S-tag264952	7	23372404	23372424	-0.1696232
S-tag134921	7	24801999	24802019	0.7392527
S-tag002656	7	26227647	26227667	-0.4985506
S-tag043022	7	27351298	27351318	-0.01304969
S-tag102842	7	28147452	28147472	0.01482498
S-tag085116	7	29514931	29514951	-0.09415653
S-tag012737	7	30946366	30946386	0.5610765
S-tag002880	7	32380150	32380170	-0.08117385
S-tag237228	7	33900465	33900485	0.2544117
S-tag150360	7	35450900	35450920	0.2322019
S-tag097433	7	36975080	36975100	-0.03492548
S-tag180079	7	38507180	38507200	0.1675535
S-tag110596	7	39972125	39972145	0.3152761
S-tag053289	7	41448670	41448690	0.3573807
S-tag087233	7	42237029	42237049	-0.1699521
S-tag315996	7	43288484	43288504	0.1310885
S-tag111595	7	44121115	44121135	0.1334384
S-tag151051	7	45575915	45575935	0.1439045
S-tag142404	7	46884963	46884983	0.3905053
S-tag074967	7	48395032	48395052	-0.05671948
S-tag071625	7	49860530	49860550	0.05154293
S-tag148904	7	50755793	50755813	-0.0253466
S-tag044853	7	52095617	52095637	0.202562
S-tag055631	7	53617549	53617569	-0.0360886
S-tag208398	7	55092258	55092278	0.1064785
S-tag000305	7	55166831	55166851	0.1369214
S-tag079373	7	55232726	55232746	-0.473139
S-tag265571	7	57192743	57192763	-0.2942706
S-tag270527	7	62829615	62829635	0.08495379
S-tag134156	7	64807261	64807281	-0.04208321
S-tag302596	7	66415609	66415629	-0.2215913
S-tag062048	7	67777535	67777555	0.1800087
S-tag073885	7	69252380	69252400	0.04279425
S-tag228726	7	70698630	70698650	-0.3733549
S-tag045389	7	72043462	72043482	-0.166617
S-tag077786	7	73504233	73504253	0.1927454
S-tag143867	7	75288452	75288472	0.4213665
S-tag024780	7	76197973	76197993	-0.2239787
S-tag128125	7	77836239	77836259	0.09045317
S-tag230515	7	79146117	79146137	-0.1396586
S-tag204235	7	80668458	80668478	0.6886448
S-tag153445	7	82158582	82158602	-0.4377678
S-tag161376	7	83590852	83590872	-0.2209824
S-tag121276	7	84914691	84914711	-0.218265
S-tag178896	7	86361336	86361356	0.1071062
S-tag136603	7	87303893	87303913	0.01824589
S-tag249529	7	88637780	88637800	-0.08225882
S-tag071278	7	90140673	90140693	0.2969245
S-tag238212	7	91561709	91561729	0.06893266
S-tag283763	7	92380438	92380458	-0.29456
S-tag212849	7	93662801	93662821	0.3759691
S-tag038175	7	95102534	95102554	0.2324373
S-tag198833	7	96420684	96420704	0.1970744
S-tag209323	7	97767932	97767952	-0.02986685
S-tag192694	7	98970675	98970695	-0.2332007
S-tag112342	7	100132741	100132761	0.1095037
S-tag214628	7	101247430	101247450	0.04786633
S-tag305245	7	102816049	102816069	0.1947509
S-tag093916	7	104441909	104441929	-0.2850277
S-tag174639	7	105936643	105936663	-0.1504079
S-tag149585	7	106782683	106782703	0.1372183
S-tag113635	7	108348490	108348510	-0.1092536
S-tag074206	7	109735284	109735304	0.01315839
S-tag068489	7	111177544	111177564	0.1706353
S-tag131462	7	112679877	112679897	0.01204295
S-tag192504	7	113956930	113956950	-0.1196003
S-tag263251	7	115412350	115412370	-0.3119811
S-tag154190	7	116335767	116335787	-0.1735378
S-tag041840	7	116413900	116413920	-0.1509822
S-tag051410	7	117281232	117281252	0.1059157
S-tag055096	7	118839780	118839800	-0.3505343
S-tag074819	7	120344218	120344238	0.3963772
S-tag040866	7	121750264	121750284	-0.2002827
S-tag114367	7	123289141	123289161	-0.07510673
S-tag236134	7	124719801	124719821	0.4174594
S-tag229340	7	126099580	126099600	-0.07339833
S-tag138779	7	126588162	126588182	-0.06634311
S-tag223808	7	127237003	127237023	-0.03565869
S-tag217683	7	128548463	128548483	-0.08616148
S-tag206444	7	129783236	129783256	0.1223262
S-tag200664	7	131146867	131146887	-0.3533778
S-tag229847	7	132586161	132586181	-0.1878476
S-tag100885	7	133985896	133985916	0.347585
S-tag034162	7	135391368	135391388	-0.003615612
S-tag274605	7	136873735	136873755	0.09540114
S-tag082553	7	138045053	138045073	0.1091413
S-tag018451	7	138967378	138967398	-0.2443851
S-tag010462	7	139650762	139650782	0.121027
S-tag043675	7	140544165	140544185	-0.2163671
S-tag103797	7	141589060	141589080	-0.1324547
S-tag245390	7	142869453	142869473	0.2438502
S-tag255883	7	144318450	144318470	-0.4250793
S-tag320306	7	145702205	145702225	-0.1361582
S-tag096014	7	147155588	147155608	-0.005457364
S-tag115567	7	148517304	148517324	-0.1861941
S-tag038955	7	149806076	149806096	-0.09970754
S-tag272465	7	151157209	151157229	-0.1663379
S-tag008179	7	151898614	151898634	0.2011485
S-tag281039	7	152783962	152783982	-0.1200859
S-tag326149	7	154443525	154443545	-0.4481991
S-tag216775	7	155931223	155931243	-0.1054025
S-tag009250	7	157279376	157279396	0.05432949
S-tag153896	7	158739970	158739990	0.009570649
S-tag088778	8	1220581	1220601	0.3361605
S-tag257557	8	2723686	2723706	0.06421302
S-tag084940	8	2878293	2878313	0.06728885
S-tag297532	8	2996676	2996696	-0.05592825
S-tag129682	8	3102024	3102044	0.07280622
S-tag272073	8	3244237	3244257	0.1554178
S-tag262494	8	3449599	3449619	0.2655555
S-tag079019	8	3862888	3862908	0.2261318
S-tag084966	8	4571273	4571293	0.06281123
S-tag056209	8	5792438	5792458	-0.2554636
S-tag288709	8	8385547	8385567	-0.02559068
S-tag173307	8	9653902	9653922	0.06506156
S-tag114515	8	11204755	11204775	-0.07274062
S-tag236629	8	12960281	12960301	-0.5069201
S-tag024392	8	14464147	14464167	-0.07711701
S-tag215124	8	15964528	15964548	-0.1698777
S-tag244905	8	17136660	17136680	0.03535787
S-tag020798	8	17897158	17897178	0.4295013
S-tag021936	8	18294926	18294946	-0.3827617
S-tag003618	8	19197531	19197551	-0.4304978
S-tag232207	8	20495405	20495425	-0.03023743
S-tag055859	8	22063438	22063458	0.4531873
S-tag294590	8	22993367	22993387	-0.08017714
S-tag279547	8	24500510	24500530	0.01263749
S-tag161091	8	25495418	25495438	0.2985241
S-tag210843	8	27001175	27001195	0.2216055
S-tag200467	8	27811098	27811118	-0.1891176
S-tag293022	8	29226940	29226960	0.03608542
S-tag100029	8	30723014	30723034	-0.8212804
S-tag110131	8	31907880	31907900	0.234911
S-tag077971	8	33397032	33397052	0.2554707
S-tag005942	8	34900372	34900392	0.3817881
S-tag294215	8	36426620	36426640	0.3651215
S-tag279812	8	37917940	37917960	0.1589777
S-tag305880	8	38668319	38668339	0.3805521
S-tag197253	8	40181183	40181203	0.0239763
S-tag003730	8	41744611	41744631	0.03680402
S-tag199612	8	42509597	42509617	0.1395231
S-tag183621	8	43728598	43728618	-0.203434
S-tag251742	8	48407841	48407861	-0.1842472
S-tag241014	8	48870724	48870744	-0.007655387
S-tag042977	8	50325178	50325198	0.01887167
S-tag058855	8	51827773	51827793	-0.04707888
S-tag100967	8	53305837	53305857	0.1557749
S-tag019481	8	54801327	54801347	-0.04865127
S-tag265486	8	56119057	56119077	-0.1811036
S-tag212875	8	57090308	57090328	0.1098073
S-tag041314	8	58452850	58452870	-0.1358209
S-tag238569	8	59939663	59939683	-0.1159121
S-tag285819	8	61467003	61467023	-0.05829364
S-tag170360	8	62967144	62967164	0.1646198
S-tag274458	8	64468531	64468551	0.02466959
S-tag213150	8	65960510	65960530	0.01214719
S-tag106072	8	67460330	67460350	-0.3611946
S-tag186647	8	68872640	68872660	-0.02964069
S-tag044811	8	69611629	69611649	-0.2046707
S-tag220398	8	70749964	70749984	-0.208314
S-tag046090	8	71616982	71617002	-0.08743475
S-tag050016	8	73114615	73114635	-0.04745432
S-tag156214	8	74620139	74620159	-0.04472531
S-tag238514	8	75913067	75913087	-0.3528516
S-tag284843	8	77430608	77430628	0.7343335
S-tag195264	8	78519795	78519815	0.116251
S-tag133576	8	79817411	79817431	0.1608997
S-tag232723	8	81314992	81315012	0.1345021
S-tag242973	8	82818005	82818025	-0.1454699
S-tag211294	8	84341857	84341877	-0.2328568
S-tag088682	8	85846787	85846807	-0.143592
S-tag265187	8	87411554	87411574	-0.1647189
S-tag304489	8	88918331	88918351	0.2092595
S-tag121970	8	90430708	90430728	-0.2846108
S-tag238221	8	91751741	91751761	-0.6851532
S-tag073789	8	93060095	93060115	0.01737937
S-tag132478	8	94554387	94554407	-0.3018206
S-tag069757	8	96062601	96062621	0.2097538
S-tag199956	8	97517389	97517409	0.08014823
S-tag326653	8	98784080	98784100	0.4514121
S-tag027325	8	100102457	100102477	-0.08956441
S-tag127465	8	101346527	101346547	-0.4838692
S-tag215726	8	102745927	102745947	-0.1333464
S-tag165224	8	103928940	103928960	-0.3397643
S-tag194839	8	105226492	105226512	0.3247182
S-tag262623	8	106725186	106725206	-0.2698183
S-tag282993	8	108224687	108224707	0.1650914
S-tag144738	8	109726578	109726598	0.09580008
S-tag202522	8	111241696	111241716	-0.06904827
S-tag204830	8	112721841	112721861	-0.1824858
S-tag074555	8	113290808	113290828	-0.03848293
S-tag020731	8	113394078	113394098	-0.09267041
S-tag151890	8	113540151	113540171	0.09873829
S-tag064817	8	113676059	113676079	0.1451943
S-tag080460	8	113883227	113883247	-0.02213069
S-tag255243	8	114112602	114112622	0.07135122
S-tag072590	8	114419877	114419897	-0.4360203
S-tag210208	8	115886336	115886356	-0.3526265
S-tag249941	8	116836588	116836608	-0.0930012
S-tag178186	8	117763873	117763893	-0.01068652
S-tag122843	8	118932887	118932907	0.04986358
S-tag266564	8	120044829	120044849	0.08934786
S-tag287083	8	120983629	120983649	0.08865754
S-tag273124	8	122062152	122062172	0.3945545
S-tag074843	8	123567563	123567583	-0.1058633
S-tag121178	8	124662104	124662124	-0.07441446
S-tag192077	8	126172340	126172360	0.02565611
S-tag318345	8	127672507	127672527	0.1952393
S-tag165327	8	128722812	128722832	0.06448164
S-tag191509	8	128792832	128792852	-0.1095387
S-tag258252	8	130128118	130128138	-0.2029956
S-tag036243	8	131605895	131605915	0.08598115
S-tag090275	8	132552981	132553001	-0.02180687
S-tag074814	8	134056899	134056919	0.3173112
S-tag141644	8	135558301	135558321	0.8721895
S-tag042439	8	137051387	137051407	0.193917
S-tag327031	8	138558013	138558033	-0.1063598
S-tag230665	8	140052499	140052519	0.4543755
S-tag128211	8	141564525	141564545	0.07658646
S-tag065849	8	142344218	142344238	-0.06916773
S-tag108265	8	143903291	143903311	0.3840132
S-tag159073	8	145034894	145034914	0.1232115
S-tag179231	9	355793	355813	0.4446297
S-tag110824	9	1858042	1858062	0.009702452
S-tag043263	9	3360620	3360640	-0.1137596
S-tag274925	9	4866840	4866860	-0.02687901
S-tag038184	9	5557708	5557728	-0.2108099
S-tag159555	9	7032776	7032796	0.1172848
S-tag102754	9	8320156	8320176	-0.309807
S-tag234935	9	8445864	8445884	0.1091933
S-tag259698	9	8593035	8593055	-0.0401999
S-tag191994	9	9538589	9538609	-0.2005157
S-tag148880	9	11044430	11044450	0.2763957
S-tag084610	9	12522752	12522772	0.2337239
S-tag083728	9	14008509	14008529	0.1779621
S-tag210662	9	15002522	15002542	-0.3182911
S-tag131330	9	16331167	16331187	0.1168875
S-tag323337	9	17772909	17772929	-0.04765085
S-tag235222	9	19048957	19048977	0.4513718
S-tag107056	9	20300670	20300690	0.3899833
S-tag028110	9	21179174	21179194	0.3791195
S-tag297703	9	21960872	21960892	0.2582472
S-tag051899	9	22050776	22050796	-0.08756895
S-tag170356	9	23478788	23478808	0.0754216
S-tag255400	9	24977201	24977221	-0.2056542
S-tag004877	9	26479388	26479408	0.1950009
S-tag108967	9	27274108	27274128	0.04052214
S-tag286193	9	28784343	28784363	0.09035076
S-tag272239	9	30278749	30278769	-0.2794335
S-tag203038	9	31783213	31783233	0.01000586
S-tag086549	9	33244787	33244807	0.2134066
S-tag163516	9	34799294	34799314	0.5176863
S-tag007656	9	36132335	36132355	-0.2088846
S-tag324217	9	37232221	37232241	0.2277247
S-tag140135	9	38734384	38734404	0.3798032
S-tag107603	9	72159059	72159079	0.2051145
S-tag172475	9	73689505	73689525	-0.09750023
S-tag142702	9	75162425	75162445	0.5698131
S-tag103377	9	76614550	76614570	0.2698173
S-tag290168	9	78108367	78108387	0.06380821
S-tag152707	9	79548154	79548174	0.2778925
S-tag296155	9	80579382	80579402	-0.03896877
S-tag263567	9	81924713	81924733	0.3702406
S-tag221843	9	83429615	83429635	0.1432014
S-tag260071	9	84919492	84919512	-0.106846
S-tag254249	9	86461989	86462009	-0.0883482
S-tag061806	9	87388848	87388868	0.08368973
S-tag100070	9	87639472	87639492	0.2245686
S-tag132267	9	89102306	89102326	-0.1084149
S-tag199331	9	90611645	90611665	0.2334983
S-tag087079	9	92067803	92067823	0.2527823
S-tag292041	9	93654090	93654110	-0.1717666
S-tag300532	9	94683050	94683070	0.07296889
S-tag037587	9	95940368	95940388	0.04171976
S-tag170162	9	97477793	97477813	0.1105229
S-tag238265	9	98318052	98318072	-0.4023591
S-tag260756	9	99798293	99798313	0.4338413
S-tag303991	9	101094999	101095019	0.7472808
S-tag225153	9	102569599	102569619	-0.005208697
